TYPEID,GROUPID,TYPENAME,MARKETGROUPID
27373,386,Guristas Mjolnir Cruise Missile,1001
27375,384,Dread Guristas Nova Light Missile,998
27377,386,Caldari Navy Mjolnir Cruise Missile,1001
27379,384,Guristas Nova Light Missile,998
27381,384,Caldari Navy Nova Light Missile,998
27383,384,Guristas Mjolnir Light Missile,998
27385,384,Dread Guristas Mjolnir Light Missile,998
27387,384,Caldari Navy Mjolnir Light Missile,998
27389,386,Dread Guristas Mjolnir Cruise Missile,1001
27391,386,Guristas Scourge Cruise Missile,1001
27393,772,Guristas Nova Heavy Assault Missile,1003
27395,386,Caldari Navy Scourge Cruise Missile,1001
27397,772,Dread Guristas Nova Heavy Assault Missile,1003
27399,386,Dread Guristas Scourge Cruise Missile,1001
27401,772,Caldari Navy Nova Heavy Assault Missile,1003
27403,772,Guristas Inferno Heavy Assault Missile,1003
27405,772,Caldari Navy Inferno Heavy Assault Missile,1003
27407,772,Dread Guristas Inferno Heavy Assault Missile,1003
27409,386,Guristas Inferno Cruise Missile,1001
27411,772,Guristas Scourge Heavy Assault Missile,1003
27413,772,Caldari Navy Scourge Heavy Assault Missile,1003
27415,772,Dread Guristas Scourge Heavy Assault Missile,1003
27417,772,Guristas Mjolnir Heavy Assault Missile,1003
27419,772,Caldari Navy Mjolnir Heavy Assault Missile,1003
27421,772,Dread Guristas Mjolnir Heavy Assault Missile,1003
27423,386,Caldari Navy Inferno Cruise Missile,1001
27425,386,Dread Guristas Inferno Cruise Missile,1001
27427,386,Guristas Nova Cruise Missile,1001
27429,386,Caldari Navy Nova Cruise Missile,1001
27431,386,Dread Guristas Nova Cruise Missile,1001
27433,385,Guristas Mjolnir Heavy Missile,1002
27435,385,Caldari Navy Mjolnir Heavy Missile,1002
27437,385,Dread Guristas Mjolnir Heavy Missile,1002
27439,385,Guristas Scourge Heavy Missile,1002
27441,385,Caldari Navy Scourge Heavy Missile,1002
27443,385,Dread Guristas Scourge Heavy Missile,1002
27445,385,Guristas Inferno Heavy Missile,1002
27447,385,Caldari Navy Inferno Heavy Missile,1002
27449,385,Dread Guristas Inferno Heavy Missile,1002
27451,385,Guristas Nova Heavy Missile,1002
27453,385,Caldari Navy Nova Heavy Missile,1002
27455,385,Dread Guristas Nova Heavy Missile,1002
27457,396,Blood Mjolnir F.O.F. Cruise Missile I,
27459,396,Imperial Navy Mjolnir Auto-Targeting Cruise Missile I,1192
27461,396,Dark Blood Mjolnir F.O.F. Cruise Missile I,
27463,396,Guristas Scourge F.O.F. Cruise Missile I,
27465,396,Caldari Navy Scourge Auto-Targeting Cruise Missile I,1192
27467,396,Dread Guristas Scourge F.O.F. Cruise Missile I,
27469,396,Shadow Inferno F.O.F. Cruise Missile I,
27471,396,Federation Navy Inferno Auto-Targeting Cruise Missile I,1192
27473,396,Guardian Inferno F.O.F. Cruise Missile I,
27475,396,Arch Angel Nova F.O.F. Cruise Missile I,
27477,396,Republic Fleet Nova Auto-Targeting Cruise Missile I,1192
27479,396,Domination Nova F.O.F. Cruise Missile I,
27481,395,Blood Mjolnir F.O.F. Heavy Missile I,
27483,395,Imperial Navy Mjolnir Auto-Targeting Heavy Missile I,1192
27485,395,Dark Blood Mjolnir F.O.F. Heavy Missile I,
27487,395,Guristas Scourge F.O.F. Heavy Missile I,
27489,395,Caldari Navy Scourge Auto-Targeting Heavy Missile I,1192
27491,395,Dread Guristas Scourge F.O.F. Heavy Missile I,
27493,395,Shadow Inferno F.O.F. Heavy Missile I,
27495,395,Federation Navy Inferno Auto-Targeting Heavy Missile I,1192
27497,395,Guardian Inferno F.O.F. Heavy Missile I,
27499,395,Arch Angel Nova F.O.F. Heavy Missile I,
27501,395,Republic Fleet Nova Auto-Targeting Heavy Missile I,1192
27503,395,Domination Nova F.O.F. Heavy Missile I,
27505,394,Blood Mjolnir F.O.F. Light Missile I,
27507,394,Imperial Navy Mjolnir Auto-Targeting Light Missile I,1192
27509,394,Dark Blood Mjolnir F.O.F. Light Missile I,
27511,394,Guristas Scourge F.O.F. Light Missile I,
27513,394,Caldari Navy Scourge Auto-Targeting Light Missile I,1192
27515,394,Dread Guristas Scourge F.O.F. Light Missile I,
27517,394,Shadow Inferno F.O.F. Light Missile I,
27519,394,Federation Navy Inferno Auto-Targeting Light Missile I,1192
27521,394,Guardian Inferno F.O.F. Light Missile I,
27523,394,Arch Angel Nova F.O.F. Light Missile I,
27525,394,Republic Fleet Nova Auto-Targeting Light Missile I,1192
27527,394,Domination Nova F.O.F. Light Missile I,
27530,365,Blood Control Tower,478
27532,365,Dark Blood Control Tower,478
27533,365,Guristas Control Tower,478
27535,365,Dread Guristas Control Tower,478
27536,365,Serpentis Control Tower,478
27538,365,Shadow Control Tower,478
27539,365,Angel Control Tower,478
27540,365,Domination Control Tower,478
27542,449,Serpentis Large Blaster Battery,595
27544,449,Shadow Large Blaster Battery,595
27545,449,Serpentis Large Railgun Battery,595
27547,449,Shadow Large Railgun Battery,595
27548,430,Blood Large Pulse Laser Battery,596
27550,430,Dark Blood Large Pulse Laser Battery,596
27551,430,Blood Large Beam Laser Battery,596
27553,430,Dark Blood Large Beam Laser Battery,596
27554,426,Angel Large AutoCannon Battery,594
27556,426,Domination Large AutoCannon Battery,594
27557,426,Angel Large Artillery Battery,594
27559,426,Domination Large Artillery Battery,594
27560,417,Guristas Citadel Torpedo Battery,479
27562,417,Dread Guristas Citadel Torpedo Battery,479
27563,443,Serpentis Warp Disruption Battery,481
27565,443,Shadow Warp Disruption Battery,481
27567,443,Serpentis Warp Scrambling Battery,481
27569,443,Shadow Warp Scrambling Battery,481
27570,441,Angel Stasis Webification Battery,481
27573,441,Domination Stasis Webification Battery,481
27574,439,Guristas Ion Field Projection Battery,481
27576,439,Dread Guristas Ion Field Projection Battery,481
27577,439,Guristas Phase Inversion Battery,481
27579,439,Dread Guristas Phase Inversion Battery,481
27580,439,Guristas Spatial Destabilization Battery,481
27582,439,Dread Guristas Spatial Destabilization Battery,481
27583,439,Guristas White Noise Generation Battery,481
27585,439,Dread Guristas White Noise Generation Battery,481
27589,365,Blood Control Tower Medium,478
27591,365,Dark Blood Control Tower Medium,478
27592,365,Blood Control Tower Small,478
27594,365,Dark Blood Control Tower Small,478
27595,365,Guristas Control Tower Medium,478
27597,365,Dread Guristas Control Tower Medium,478
27598,365,Guristas Control Tower Small,478
27600,365,Dread Guristas Control Tower Small,478
27601,365,Serpentis Control Tower Medium,478
27603,365,Shadow Control Tower Medium,478
27604,365,Serpentis Control Tower Small,478
27606,365,Shadow Control Tower Small,478
27607,365,Angel Control Tower Medium,478
27609,365,Domination Control Tower Medium,478
27610,365,Angel Control Tower Small,478
27612,365,Domination Control Tower Small,478
27613,449,Serpentis Medium Blaster Battery,595
27615,449,Shadow Medium Blaster Battery,595
27616,449,Serpentis Medium Railgun Battery,595
27618,449,Shadow Medium Railgun Battery,595
27619,449,Serpentis Small Blaster Battery,595
27621,449,Shadow Small Blaster Battery,595
27622,449,Serpentis Small Railgun Battery,595
27624,449,Shadow Small Railgun Battery,595
27625,430,Blood Medium Beam Laser Battery,596
27627,430,Dark Blood Medium Beam Laser Battery,596
27628,430,Blood Medium Pulse Laser Battery,596
27630,430,Dark Blood Medium Pulse Laser Battery,596
27631,430,Blood Small Beam Laser Battery,596
27633,430,Dark Blood Small Beam Laser Battery,596
27634,430,Blood Small Pulse Laser Battery,596
27636,430,Dark Blood Small Pulse Laser Battery,596
27638,417,Guristas Cruise Missile Battery,479
27640,417,Dread Guristas Cruise Missile Battery,479
27641,417,Guristas Torpedo Battery,479
27643,417,Dread Guristas Torpedo Battery,479
27644,426,Angel Medium Artillery Battery,594
27646,426,Domination Medium Artillery Battery,594
27647,426,Angel Medium AutoCannon Battery,594
27649,426,Domination Medium AutoCannon Battery,594
27650,426,Angel Small Artillery Battery,594
27652,426,Domination Small Artillery Battery,594
27653,426,Angel Small AutoCannon Battery,594
27655,426,Domination Small AutoCannon Battery,594
27656,835,Foundation Upgrade Platform,1027
27657,535,Foundation Upgrade Platform Blueprint,
27658,835,Pedestal Upgrade Platform,1027
27659,535,Pedestal Upgrade Platform Blueprint,
27660,835,Monument Upgrade Platform,1027
27661,535,Monument Upgrade Platform Blueprint,
27662,836,Amarr Basic Outpost Factory Platform,1866
27663,535,Amarr Basic Outpost Factory Platform Blueprint,
27664,836,Amarr Advanced Outpost Factory Platform,1866
27665,535,Amarr Advanced Outpost Factory Platform Blueprint,
27666,836,Amarr Outpost Factory Platform,1866
27667,535,Amarr Outpost Factory Platform Blueprint,
27668,383,Amarr Energy Neutralizer Sentry I,
27669,383,Amarr Energy Neutralizer Sentry II,
27670,383,Amarr Energy Neutralizer Sentry III,
27672,837,Energy Neutralizing Battery,1009
27673,838,Cynosural Generator Array,1013
27674,839,Cynosural System Jammer,1012
27675,709,System Scanning Array,1010
27676,840,Structure Repair Array,
27677,841,Angel Control Tower Blueprint,
27678,842,Remote ECM Burst I,678
27679,160,Remote ECM Burst I Blueprint,1568
27680,841,Angel Control Tower Medium Blueprint,
27681,841,Angel Control Tower Small Blueprint,
27682,841,Blood Control Tower Blueprint,
27684,841,Blood Control Tower Medium Blueprint,
27685,841,Blood Control Tower Small Blueprint,
27688,841,Dark Blood Control Tower Blueprint,
27689,841,Dark Blood Control Tower Medium Blueprint,
27690,841,Dark Blood Control Tower Small Blueprint,
27694,841,Domination Control Tower Medium Blueprint,
27695,841,Domination Control Tower Blueprint,
27696,841,Domination Control Tower Small Blueprint,
27697,841,Guristas Control Tower Small Blueprint,
27698,841,Guristas Control Tower Medium Blueprint,
27699,841,Guristas Control Tower Blueprint,
27703,841,Dread Guristas Control Tower Small Blueprint,
27704,841,Dread Guristas Control Tower Medium Blueprint,
27705,841,Dread Guristas Control Tower Blueprint,
27706,841,Serpentis Control Tower Blueprint,
27707,841,Serpentis Control Tower Medium Blueprint,
27708,841,Serpentis Control Tower Small Blueprint,
27712,841,Shadow Control Tower Medium Blueprint,
27713,841,Shadow Control Tower Blueprint,
27714,841,Shadow Control Tower Small Blueprint,
27717,865,Imperial Redeemer,
27719,866,State Izanaki,
27720,867,Federation Themis,
27721,868,Republic Harkal,
27722,844,Sentient Alvus Queen,
27723,844,Sentient Alvus Controller,
27724,844,Sentient Alvus Creator,
27725,844,Sentient Alvus Ruler,
27726,844,Sentient Domination Alvus,
27727,844,Sentient Matriarch Alvus,
27728,844,Sentient Patriarch Alvus,
27729,844,Sentient Spearhead Alvus,
27730,844,Sentient Supreme Alvus Parasite,
27731,844,Sentient Swarm Preserver Alvus,
27732,843,Sentient Crippler Alvatis,
27733,843,Sentient Defeater Alvatis,
27734,843,Sentient Enforcer Alvatis,
27735,843,Sentient Exterminator Alvatis,
27736,843,Sentient Siege Alvatis,
27737,843,Sentient Striker Alvatis,
27738,845,Sentient Annihilator Alvum,
27739,845,Sentient Atomizer Alvum,
27740,845,Sentient Bomber Alvum,
27741,845,Sentient Destructor Alvum,
27742,845,Sentient Devastator Alvum,
27743,845,Sentient Disintegrator Alvum,
27744,845,Sentient Nuker Alvum,
27745,845,Sentient Violator Alvum,
27746,845,Sentient Viral Infector Alvum,
27747,845,Sentient Wrecker Alvum,
27748,846,Sentient Dismantler Alvior,
27749,846,Sentient Marauder Alvior,
27750,846,Sentient Predator Alvior,
27751,846,Sentient Ripper Alvior,
27752,846,Sentient Shatter Alvior,
27753,846,Sentient Shredder Alvior,
27754,847,Sentient Barracuda Alvi,
27755,847,Sentient Decimator Alvi,
27756,847,Sentient Devilfish Alvi,
27757,847,Sentient Hunter Alvi,
27758,847,Sentient Infester Alvi,
27759,847,Sentient Raider Alvi,
27760,847,Sentient Render Alvi,
27761,847,Sentient Silverfish Alvi,
27762,847,Sentient Splinter Alvi,
27763,847,Sentient Sunder Alvi,
27765,383,TEST ICON Amarr Carrier,
27766,430,Sansha Large Beam Laser Battery,596
27767,430,Sansha Large Pulse Laser Battery,596
27768,430,Sansha Medium Beam Laser Battery,596
27769,430,Sansha Medium Pulse Laser Battery,596
27770,430,Sansha Small Beam Laser Battery,596
27771,430,Sansha Small Pulse Laser Battery,596
27772,430,True Sansha Large Beam Laser Battery,596
27773,430,True Sansha Large Pulse Laser Battery,596
27774,430,True Sansha Medium Beam Laser Battery,596
27775,430,True Sansha Medium Pulse Laser Battery,596
27776,430,True Sansha Small Beam Laser Battery,596
27777,430,True Sansha Small Pulse Laser Battery,596
27778,440,Serpentis Sensor Dampening Battery,481
27779,440,Shadow Sensor Dampening Battery,481
27780,365,Sansha Control Tower,478
27781,841,Sansha Control Tower Blueprint,
27782,365,Sansha Control Tower Medium,478
27783,841,Sansha Control Tower Medium Blueprint,
27784,365,Sansha Control Tower Small,478
27785,841,Sansha Control Tower Small Blueprint,
27786,365,True Sansha Control Tower,478
27787,841,True Sansha Control Tower Blueprint,
27788,365,True Sansha Control Tower Medium,478
27789,841,True Sansha Control Tower Medium Blueprint,
27790,365,True Sansha Control Tower Small,478
27791,841,True Sansha Control Tower Small Blueprint,
27792,383,Caldari Energy Neutralizer Sentry I,
27793,383,Caldari Energy Neutralizer Sentry II,
27794,383,Caldari Energy Neutralizer Sentry III,
27795,383,Gallente Energy Neutralizer Sentry I,
27796,383,Gallente Energy Neutralizer Sentry II,
27797,383,Gallente Energy Neutralizer Sentry III,
27798,383,Minmatar Energy Neutralizer Sentry I,
27799,383,Minmatar Energy Neutralizer Sentry II,
27800,383,Minmatar Energy Neutralizer Sentry III,
27801,185,Petty Thief,
27802,306,Mission Hacking Can,
27803,314,Massive Sealed Cargo Containers,
27804,306,Mission Hacking Can 1,
27807,853,Sansha Large Pulse Laser Battery Blueprint,
27808,853,Sansha Large Beam Laser Battery Blueprint,
27809,853,Sansha Medium Beam Laser Battery Blueprint,
27810,853,Sansha Medium Pulse Laser Battery Blueprint,
27811,853,Sansha Small Pulse Laser Battery Blueprint,
27812,853,Sansha Small Beam Laser Battery Blueprint,
27813,853,True Sansha Small Beam Laser Battery Blueprint,
27814,853,True Sansha Small Pulse Laser Battery Blueprint,
27815,853,True Sansha Medium Pulse Laser Battery Blueprint,
27816,853,True Sansha Medium Beam Laser Battery Blueprint,
27817,853,True Sansha Large Pulse Laser Battery Blueprint,
27818,853,True Sansha Large Beam Laser Battery Blueprint,
27819,853,Blood Large Beam Laser Battery Blueprint,
27820,853,Blood Large Pulse Laser Battery Blueprint,
27821,853,Blood Medium Beam Laser Battery Blueprint,
27822,853,Blood Medium Pulse Laser Battery Blueprint,
27823,853,Blood Small Beam Laser Battery Blueprint,
27824,853,Blood Small Pulse Laser Battery Blueprint,
27825,853,Dark Blood Large Beam Laser Battery Blueprint,
27826,853,Dark Blood Large Pulse Laser Battery Blueprint,
27827,853,Dark Blood Medium Beam Laser Battery Blueprint,
27828,853,Dark Blood Medium Pulse Laser Battery Blueprint,
27829,853,Dark Blood Small Beam Laser Battery Blueprint,
27830,853,Dark Blood Small Pulse Laser Battery Blueprint,
27831,854,Angel Large Artillery Battery Blueprint,
27832,854,Angel Large Autocannon Battery Blueprint,
27833,854,Angel Medium Autocannon Battery Blueprint,
27834,854,Angel Small Autocannon Battery Blueprint,
27835,854,Angel Medium Artillery Battery Blueprint,
27836,854,Angel Small Artillery Battery Blueprint,
27837,854,Domination Small Artillery Battery Blueprint,
27838,854,Domination Medium Artillery Battery Blueprint,
27839,854,Domination Large Artillery Battery Blueprint,
27840,854,Domination Large Autocannon Battery Blueprint,
27841,854,Domination Medium Autocannon Battery Blueprint,
27842,854,Domination Small Autocannon Battery Blueprint,
27843,855,Serpentis Large Railgun Battery Blueprint,
27844,855,Serpentis Medium Railgun Battery Blueprint,
27845,855,Serpentis Small Railgun Battery Blueprint,
27846,855,Serpentis Small Blaster Battery Blueprint,
27847,855,Serpentis Medium Blaster Battery Blueprint,
27848,855,Serpentis Large Blaster Battery Blueprint,
27849,855,Shadow Large Blaster Battery Blueprint,
27850,855,Shadow Large Railgun Battery Blueprint,
27851,855,Shadow Medium Railgun Battery Blueprint,
27852,855,Shadow Medium Blaster Battery Blueprint,
27853,855,Shadow Small Blaster Battery Blueprint,
27854,855,Shadow Small Railgun Battery Blueprint,
27855,837,Sansha Energy Neutralizing Battery,1009
27856,837,True Sansha Energy Neutralizing Battery,1009
27857,837,Blood Energy Neutralizing Battery,1009
27858,837,Dark Blood Energy Neutralizing Battery,1009
27859,856,Guristas Ion Field Projection Battery Blueprint,
27860,856,Guristas White Noise Generation Battery Blueprint,
27861,856,Guristas Spatial Destabilization Battery Blueprint,
27862,856,Guristas Phase Inversion Battery Blueprint,
27863,856,Dread Guristas Phase Inversion Battery Blueprint,
27864,856,Dread Guristas Ion Field Projection Battery Blueprint,
27865,856,Dread Guristas Spatial Destabilization Battery Blueprint,
27866,856,Dread Guristas White Noise Generation Battery Blueprint,
27867,857,Serpentis Warp Scrambling Battery Blueprint,
27868,857,Serpentis Warp Disruption Battery Blueprint,
27869,857,Shadow Warp Disruption Battery Blueprint,
27870,857,Shadow Warp Scrambling Battery Blueprint,
27871,858,Angel Stasis Webification Battery Blueprint,
27872,858,Domination Stasis Webification Battery Blueprint,
27873,859,Serpentis Sensor Dampening Battery Blueprint,
27874,859,Shadow Sensor Dampening Battery Blueprint,
27875,860,Blood Energy Neutralizing Battery Blueprint,
27876,860,Dark Blood Energy Neutralizing Battery Blueprint,
27877,860,Sansha Energy Neutralizing Battery Blueprint,
27878,860,True Sansha Energy Neutralizing Battery Blueprint,
27879,319,Gallente Station 150k,
27880,319,Minmatar Station 150k,
27881,319,Caldari Station 150k,
27882,319,Amarr Station 150k,
27883,387,Sansha Mjolnir Rocket,
27884,387,True Sansha Mjolnir Rocket,
27885,384,Sansha Sabretooth Light Missile,
27886,384,True Sansha Sabretooth Light Missile,
27887,772,Sansha Mjolnir Assault Missile,
27888,772,True Sansha Mjolnir Heavy Assault Missile,
27889,385,Sansha Thunderbolt Heavy Missile,
27890,385,True Sansha Thunderbolt Heavy Missile,
27891,89,Sansha Mjolnir Torpedo,
27892,89,True Sansha Mjolnir Torpedo,
27893,386,Sansha Paradise Cruise Missile,
27894,386,True Sansha Paradise Cruise Missile,
27897,707,Jump Bridge,1011
27898,861,Imperial Fighter,
27899,861,State Fighter,
27900,861,Federation Fighter,
27901,861,Republic Fighter,
27902,1210,Remote Hull Repair Systems,1745
27904,585,Large Remote Hull Repairer I,1062
27905,870,Large Remote Hull Repairer I Blueprint,1538
27906,272,Tactical Logistics Reconfiguration,367
